timestamp,strategy,round_id,avg_e2e_ms_mean,p95_ms_mean,p99_ms_mean,cold_start_step_rate_mean,prewarm_utilization_mean,prewarm_cost_mean,avg_gap_pct_mean,p95_gap_pct_mean,p99_gap_pct_mean,cold_gap_pct_mean,platform_hash,mechanism_change,notes
2026-03-21T22:02:10,kraken_vomm,kraken_mech_memory_bootstrap,1546.7406536496844,3916.994444444444,6236.752222222211,0.4028708756316955,0.17415172147712352,439.77777777777777,10.46472068794498,15.062643500040414,46.40112512877338,16.176861362466283,5c634cdbfe74247b,uniform_mix + pressure_gate + active_gate,目标: 整体相对ConScale约+10%
2026-03-21T22:12:09,lass,lass_mech_r1,1555.1284006275566,4023.6611111111106,6671.058888888874,0.41002792127525733,0.3237879308638823,1010.2222222222223,10.562834421000227,17.97314787925001,56.37769653333181,17.459008546846935,5c634cdbfe74247b,add desired_scale + min_desired_when_active in Lass core,目标: 相对ConScale整体约+10%; 首轮
2026-03-21T22:38:12,hptd,hptd_gap5_tuned_20260321,1464.3902927758538,3498.338888888889,5102.122222222216,0.3730552155594546,0.3164104569153025,723.2222222222222,4.530099403040903,2.9991788754160233,19.962908362143537,7.2124706278673925,5c634cdbfe74247b,request_assist_keep_fix + active_boost_min2 + trigger_z0.5 + assist_depth4,Target ~5% gap to hpwp; strategy-only tuning
2026-03-21T22:56:31,lass,lass_gap10_cost_trim_20260321,1546.6533606665055,4124.038888888889,7014.3522222222055,0.40553605020068434,0.32367125976826255,1003.4444444444445,9.97142666372241,21.08666475197835,64.67966339463561,16.05406822347034,5c634cdbfe74247b,inflight-aware pruning + neutral adaptive + topk0.95,Target around +10% vs hpwp with controlled prewarm cost
2026-03-21T22:59:16,lass,lass_target10_v20260321,1542.1399894761405,4089.35,7145.656666666649,0.40397231197824124,0.32371317857499243,1007.5555555555555,9.726544607834027,20.00601567252042,67.8835736626033,15.885366582564876,5c634cdbfe74247b,inflight-aware prune for idle functions + topk0.95,overall avg gap ~10.76% vs hpwp
2026-03-21T23:02:57,lass,lass_cost_converge_r1_20260321,1523.9430122125866,4057.294444444444,6844.714444444428,0.39826735528159024,0.330872561847811,997.8888888888888,7.9564059178659425,18.855584783252,60.600294949764965,13.350292693193929,5c634cdbfe74247b,"high-load dampen only: high_load_dampen=0.9, high_threshold=6",one-round cost convergence while keeping overall gap ~10%
2026-03-21T23:30:20,lass,lass_cost_converge_r2_global_cap1_20260321,1550.2413479599254,4053.7111111111103,6921.425555555542,0.4059879876544512,0.32630459094916914,1000.4444444444445,10.523016189560323,18.749298181073886,62.524199036139606,16.71371225630459,5c634cdbfe74247b,add max_create_per_tick and set to 1,cost-focused round; overall gap ~11.34%
2026-03-22T13:41:11,lass,lass_cost_relaxed_20260322,1553.706496784318,3988.272222222222,6810.268888888866,0.4080491002640665,0.3333590062116822,918.1111111111112,10.119416589058728,16.94255328066141,60.170804962526,16.277510398457142,5c634cdbfe74247b,cost-priority tuning with desired_scale/topk/max_create and adaptive thresholds,"Relaxed target gap to 15-20% (not fully met on mid/high), reduced prewarm cost versus prior high-cost setting."
2026-03-22T14:51:20,depth_breadth,dbw_e2e_trend_20260322,1433.2650639574522,3617.25,4767.8511111111075,0.368855923004532,0.32248851266820194,379.22222222222223,1.6977931758338318,5.410158540218579,10.570124749787993,4.105379860305081,5c634cdbfe74247b,reduce breadth aggressiveness by higher misallocation and lower scale,For e2e trend shaping: keep P95 competitive while making Avg/P99 usually below ConScale.
2026-03-22T14:51:20,hptd,hptd_e2e_trend_20260322,1472.3229121139611,3526.466666666666,5053.271111111104,0.37600732557991207,0.31680166547538174,721.8888888888888,3.90170178963359,2.7877926806779847,17.24972280905251,5.314383306860744,5c634cdbfe74247b,trim HPTD aggressiveness by lower topk/assist/step,For e2e trend shaping: keep Avg moderate while ensuring tail no longer beats ConScale.
